satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Department,salary
0.72,0.85,3,186,,technical,low
0.68,0.51,4,224,,technical,low
0.65,0.98,3,283,,technical,low
0.72,0.98,5,197,,technical,low
0.51,0.79,5,267,,technical,medium
0.8,0.58,4,172,,support,medium
0.83,0.93,4,261,,support,medium
0.15,0.86,3,204,,support,medium
0.5,0.73,4,237,,support,medium
0.8,0.55,2,212,,support,medium
0.96,0.62,4,217,,support,medium
0.67,0.7,5,159,,support,medium
0.98,0.96,5,139,,support,medium
0.88,0.59,5,230,,support,medium
0.85,0.79,3,157,,support,medium
0.75,0.7,5,269,,support,medium
0.38,0.77,2,170,,technical,high
0.55,0.82,2,197,,technical,low
0.63,0.89,4,246,,technical,medium
0.78,0.51,4,278,,management,medium
0.99,0.84,5,138,,IT,medium
0.72,0.87,3,238,,IT,medium
0.14,0.83,5,175,,IT,low
0.81,0.67,4,216,,IT,low
0.73,0.86,4,196,,IT,low
0.58,0.8,5,187,,product_mng,low
0.24,0.85,4,155,,product_mng,low
0.31,0.86,3,205,,product_mng,low
0.74,0.63,3,230,,product_mng,low
0.86,0.69,5,157,,IT,low
0.22,0.8,4,287,,RandD,low
0.66,0.7,4,161,,RandD,low
0.21,0.76,5,239,,RandD,low
0.95,0.61,3,267,,RandD,low
0.24,0.55,5,208,,RandD,low
0.66,0.95,3,133,,marketing,low
0.88,0.86,3,187,,marketing,low
0.67,0.61,4,140,,sales,low
0.75,0.58,4,270,,accounting,low
0.93,0.48,3,147,,support,low
0.64,0.71,3,181,,technical,low
0.51,0.53,3,156,,management,low
0.98,0.5,4,207,,marketing,low
0.72,0.63,4,241,,marketing,medium
0.51,0.75,4,154,,marketing,medium
0.54,0.58,4,206,,sales,medium
0.99,0.76,4,204,,sales,medium
0.44,0.9,4,117,,sales,medium
0.74,0.48,5,144,,sales,medium
0.9,0.77,3,156,,sales,medium
0.86,0.58,4,211,,sales,medium
0.66,0.52,3,149,,sales,medium
0.64,0.96,4,152,,sales,medium
0.5,0.59,4,192,,sales,medium
0.88,0.68,4,274,,sales,medium
0.72,0.47,5,168,,sales,high
0.53,0.53,4,205,,sales,low
0.83,0.77,3,228,,sales,medium
0.24,0.52,4,228,,sales,medium
0.66,0.75,5,227,,sales,medium
0.43,0.63,3,156,,sales,medium
0.75,0.66,5,177,,sales,low
0.42,0.89,6,188,,sales,low
0.54,0.74,3,185,,sales,low
0.84,0.85,3,153,,accounting,low
0.95,0.79,4,174,,accounting,low
0.6,0.61,4,,,accounting,low
0.95,0.71,3,,,hr,low
0.62,0.89,3,,,hr,low
0.89,0.73,3,,,hr,low
0.73,0.93,5,,,hr,low
0.86,0.94,3,,,technical,low
0.76,0.73,3,,,technical,low
0.91,0.76,3,,,technical,low
1,0.81,5,,,technical,low
0.98,0.78,4,,,technical,low
0.65,0.89,3,,,technical,low
0.62,0.79,4,,,technical,low
0.83,0.82,5,,,technical,low
0.75,1,4,,,technical,low
0.82,0.63,4,,,technical,low
0.69,0.68,4,,,technical,low
0.41,0.96,6,,,support,medium
0.52,0.64,5,,,support,medium
0.74,0.86,3,,,support,medium
0.33,0.96,5,,,support,medium
0.8,0.69,3,,,support,medium
0.82,0.89,4,,,support,medium
0.59,0.65,5,,,support,medium
0.98,0.8,4,,,support,medium
0.93,0.94,4,,,support,medium
0.49,0.95,4,181,,support,medium
0.6,0.94,4,160,,support,medium
0.34,0.82,6,197,,technical,medium
0.71,0.77,3,145,,technical,high
0.6,0.64,5,221,,technical,low
0.12,0.78,6,260,,management,medium
0.16,0.87,3,99,,IT,medium
0.57,0.61,3,243,,IT,medium
0.72,0.8,5,244,,IT,medium
0.91,0.55,4,179,,IT,low
0.95,0.49,4,146,,IT,low
0.71,0.9,3,262,,product_mng,low
0.9,0.69,4,174,,product_mng,low
0.66,0.81,4,148,,product_mng,low
0.48,0.59,5,235,,product_mng,low
0.82,0.82,5,285,,IT,low
0.83,0.79,4,143,,RandD,low
0.85,0.82,6,141,,RandD,low
0.84,0.47,3,125,,RandD,low
0.99,0.51,4,232,,RandD,low
0.54,0.72,3,172,,RandD,low
0.64,0.42,5,283,,marketing,low
0.67,0.68,3,189,,sales,low
0.48,0.54,2,144,,accounting,low
0.58,0.77,4,145,,support,low
0.54,0.59,3,200,,technical,low
0.25,0.65,3,264,,management,low
0.9,0.53,3,215,,marketing,low
0.48,0.39,4,272,,marketing,low
0.76,0.9,5,142,,marketing,low
0.72,0.53,5,240,,sales,medium
0.95,0.66,4,168,,sales,medium
0.73,0.55,4,171,,sales,medium
0.93,0.7,3,159,,sales,medium
0.89,0.61,3,175,,sales,medium
0.7,0.97,4,244,,sales,medium
0.98,0.57,3,198,,sales,medium
0.72,0.65,5,151,,sales,medium
0.49,0.69,2,188,,sales,medium
0.15,0.85,3,199,,sales,medium
0.57,0.96,4,257,,sales,medium
0.21,0.81,4,144,,sales,medium
0.46,0.57,4,275,,sales,high
0.56,0.52,3,243,,sales,low
0.81,0.66,3,181,,sales,medium
0.93,0.59,5,172,,sales,medium
0.82,0.97,3,244,,sales,medium
0.76,0.51,4,242,,sales,medium
0.97,0.81,3,249,,sales,low
0.38,0.81,5,128,,accounting,low
0.46,0.49,3,213,,accounting,low
0.34,0.57,4,152,,accounting,low
0.63,0.76,4,245,,hr,low
0.57,0.56,4,113,,hr,low
0.17,0.76,4,280,,hr,low
0.74,0.67,3,273,,hr,low
0.59,0.56,4,221,,technical,low
0.49,0.61,5,133,,technical,low
0.49,0.58,3,136,,technical,low
0.61,0.71,4,243,,technical,low
0.81,0.79,5,135,,technical,low
0.74,0.63,3,231,,technical,low
0.91,0.98,3,259,,technical,low
0.71,0.66,3,238,,technical,low
0.73,0.71,3,210,,technical,low
0.44,0.4,3,120,,technical,low
0.6,0.56,2,203,,technical,low
0.73,0.88,4,148,,support,low
0.8,0.54,4,258,,support,low
0.97,0.5,3,225,,support,medium
0.99,0.75,4,208,,support,medium
0.96,0.82,4,274,,support,medium
0.24,0.7,5,147,,support,medium
0.45,0.39,2,167,,support,medium
0.74,0.96,4,154,,support,medium
0.6,0.98,4,195,,support,medium
0.67,0.56,3,237,,support,medium
0.57,0.99,4,222,,support,medium
0.87,0.71,5,145,,technical,medium
0.25,0.83,3,257,,technical,medium
0.98,0.84,3,286,,technical,medium
0.3,0.64,2,137,,management,high
0.21,0.52,5,130,,IT,low
0.56,0.7,3,214,,IT,medium
0.75,0.96,3,138,,IT,medium
0.5,0.77,3,166,,IT,medium
0.61,0.92,4,159,,IT,medium
0.83,0.59,5,160,,product_mng,low
0.66,0.76,3,155,,product_mng,low
0.84,0.68,3,231,,product_mng,low
0.87,0.57,4,227,,product_mng,low
0.48,0.37,3,181,,IT,low
0.84,0.79,4,222,,RandD,low
0.49,0.71,3,196,,RandD,low
0.67,0.93,3,206,,RandD,low
0.12,0.93,6,257,,RandD,low
0.99,0.67,5,153,,RandD,low
0.17,0.59,5,250,,marketing,low
0.58,0.66,3,250,,sales,low
0.5,0.73,3,148,,accounting,low
0.35,0.69,3,141,,support,low
0.93,0.95,6,147,,technical,low
0.73,0.87,3,142,,management,low
0.91,0.54,3,210,,marketing,low
0.72,0.66,3,152,,marketing,low
0.51,0.39,3,149,,marketing,low
0.55,0.92,3,198,,sales,low
0.66,0.76,3,139,,sales,low
0.84,0.41,6,255,,sales,medium
0.81,0.8,4,229,,sales,medium
0.81,0.69,5,134,,sales,medium
0.5,0.75,5,255,,sales,medium
0.78,0.68,5,189,,sales,medium
0.76,0.74,3,183,,sales,medium
0.49,0.71,3,154,,sales,medium
0.99,0.61,3,167,,sales,medium
0.73,0.48,4,139,,sales,medium
0.88,0.74,5,245,,sales,medium
0.79,0.91,4,200,,sales,medium
0.83,0.98,3,159,,sales,medium
0.21,0.44,4,163,,sales,high
0.87,0.52,3,158,,sales,low
1,0.89,3,194,,sales,medium
0.49,0.98,3,267,,sales,medium
0.51,0.63,3,183,,sales,medium
0.63,0.64,3,174,,accounting,medium
0.91,0.63,4,240,,accounting,low
0.54,0.5,2,123,,accounting,low
1,0.59,4,174,,hr,low
0.64,0.91,5,246,,hr,low
0.65,0.96,5,173,,hr,low
0.15,0.93,4,185,,hr,low
0.81,0.83,4,259,,technical,low
0.61,0.83,3,112,,technical,low
0.86,0.55,5,219,,technical,medium
0.71,0.62,3,258,,technical,medium
0.72,0.82,5,287,,technical,medium
0.84,0.37,5,186,,technical,medium
0.38,0.74,3,159,,technical,medium
0.75,0.56,4,230,,technical,medium
0.93,0.77,5,106,,technical,medium
0.71,0.64,4,189,,technical,medium
0.75,0.96,3,252,,technical,medium
0.56,0.68,4,220,,support,medium
0.57,0.82,5,218,,support,medium
0.63,0.83,4,145,,support,medium
0.59,0.91,4,142,,support,medium
0.77,0.62,3,218,,support,medium
0.65,0.7,4,157,,support,medium
0.84,0.49,4,178,,support,medium
0.9,0.45,4,241,,support,medium
0.6,0.83,3,230,,support,medium
0.9,0.74,5,249,,support,medium
0.94,0.7,5,147,,support,medium
0.56,0.9,4,115,,technical,medium
0.95,0.86,5,143,,technical,medium
0.97,0.85,4,219,,technical,medium
0.55,0.63,4,218,,management,medium
0.79,0.6,5,235,,IT,medium
0.49,0.76,5,237,,IT,high
0.49,0.58,5,186,,IT,high
0.57,0.65,5,177,,IT,high
0.89,0.81,4,228,,IT,high
0.66,0.59,3,204,,product_mng,high
0.94,0.77,5,210,,product_mng,high
0.98,0.95,4,250,,product_mng,high
0.18,0.52,5,185,,product_mng,high
0.57,0.73,3,146,,IT,high
0.67,0.55,3,217,,RandD,high
0.12,0.61,6,172,,RandD,high
0.48,0.95,3,184,,RandD,high
0.61,0.97,3,148,,RandD,low
0.23,0.52,5,236,,RandD,low
0.4,0.38,3,280,,marketing,low
0.57,0.6,3,218,,sales,low
0.95,0.98,5,155,,accounting,low
0.93,0.66,4,242,,support,low
0.7,0.88,3,166,,technical,low
0.58,0.9,4,175,,management,low
0.52,0.95,5,234,,marketing,low
0.98,0.88,5,232,,marketing,low
0.93,0.94,4,156,,marketing,low
0.34,0.63,5,248,,sales,low
0.87,0.75,4,218,,sales,low
0.52,0.96,5,251,,sales,low
0.58,0.91,4,173,,sales,low
0.65,0.51,4,157,,sales,medium
0.74,0.59,3,274,,sales,medium
0.63,0.7,5,182,,sales,medium
0.74,0.74,4,233,,sales,medium
0.65,1,4,249,,sales,medium
0.48,0.94,3,162,,sales,medium
0.84,0.75,3,184,,sales,medium
0.6,0.62,3,135,,sales,medium
0.56,0.57,3,143,,sales,medium
0.13,0.8,5,203,,sales,medium
0.83,0.51,5,143,,sales,medium
0.91,0.42,2,142,,sales,medium
0.97,0.97,5,171,,sales,high
0.9,0.96,3,223,,sales,high
0.57,0.87,4,148,,sales,high
0.84,0.79,6,140,,accounting,high
0.84,0.74,4,226,,accounting,high
0.17,0.93,5,183,,accounting,high
0.97,0.86,5,135,,hr,high
0.94,0.66,3,236,,hr,high
0.83,0.61,5,257,,hr,low
0.91,0.73,3,155,,hr,low
0.9,0.76,2,211,,technical,low
0.95,0.86,3,207,,technical,low
0.69,0.95,3,126,,technical,low
0.49,0.98,3,267,,technical,low
0.45,0.37,6,226,,technical,low
0.21,0.9,2,239,,technical,low
0.67,0.61,3,202,,technical,medium
0.76,0.62,3,150,,technical,medium
0.19,0.78,5,156,,technical,medium
0.52,0.73,2,233,,technical,medium
0.66,0.59,5,262,,technical,medium
0.95,0.67,3,183,,support,medium
0.95,0.78,4,225,,support,medium
0.57,0.54,5,216,,support,medium
0.48,0.57,5,227,,support,medium
0.95,0.5,4,242,,support,medium
0.7,0.67,4,224,,support,medium
0.48,0.61,3,223,,support,medium
0.62,0.58,3,202,,support,medium
0.58,0.76,3,220,,support,medium
1,0.87,4,129,,support,medium
0.79,0.65,2,193,,support,medium
0.58,0.73,3,165,,technical,medium
0.59,0.79,4,209,,technical,medium
0.66,0.8,4,183,,technical,medium
0.71,0.59,4,138,,management,medium
0.9,0.74,5,152,,IT,medium
0.74,0.63,4,170,,IT,medium
0.66,0.93,5,185,,IT,medium
0.92,0.53,2,249,,IT,high
0.55,0.51,4,155,,IT,low
0.51,0.43,3,204,,product_mng,medium
0.49,0.52,5,188,,product_mng,medium
0.88,0.52,5,264,,product_mng,medium
0.6,0.8,4,146,,product_mng,medium
0.93,0.65,4,212,,IT,medium
0.86,0.59,3,215,,RandD,medium
0.78,0.98,4,239,,RandD,medium
0.69,0.55,3,188,,RandD,medium
0.84,0.51,4,259,,RandD,medium
0.48,0.62,3,200,,RandD,medium
0.63,0.86,3,245,,marketing,low
0.54,0.61,3,182,,sales,low
0.85,0.53,4,181,,accounting,low
0.51,0.52,3,164,,support,low
0.88,0.86,5,257,,technical,low
0.87,0.93,3,178,,management,low
0.54,0.5,4,224,,marketing,low
0.96,0.67,5,170,,marketing,high
0.58,0.75,4,233,,marketing,low
0.21,0.57,5,239,,sales,high
0.5,0.56,5,185,,sales,high
0.52,0.54,4,184,,sales,low
0.5,0.7,3,188,,sales,low
0.74,0.86,3,186,,sales,high
0.69,0.63,3,226,,sales,low
0.61,0.74,2,143,,sales,medium
0.5,0.82,3,213,,sales,high
0.79,0.53,2,217,,sales,medium
0.73,0.68,5,190,,sales,medium
0.49,0.69,2,147,,sales,medium
0.7,0.77,2,235,,sales,medium
0.27,0.62,6,136,,sales,high
0.8,0.54,5,261,,sales,medium
0.45,0.6,6,176,,sales,medium
0.63,0.64,4,212,,sales,medium
0.76,0.52,2,148,,sales,high
0.42,0.74,6,218,,sales,medium
0.41,0.87,6,262,,sales,high
0.74,0.46,6,145,,accounting,low
0.82,0.75,3,230,,accounting,medium
0.82,0.65,4,210,,accounting,medium
0.53,0.73,4,227,,hr,medium
0.71,0.77,4,142,,hr,medium
0.5,0.9,4,171,,hr,low
0.68,0.89,3,241,,hr,low
0.68,0.99,3,247,,technical,low
0.48,0.86,5,246,,technical,low
0.59,0.72,3,188,,technical,low
0.21,0.7,3,104,,technical,low
0.99,0.73,5,197,,technical,low
1,0.88,4,191,,technical,low
0.84,0.51,4,173,,technical,low
0.86,0.82,2,207,,technical,low
0.52,0.54,5,247,,technical,high
0.94,0.97,5,197,,technical,low
0.55,0.81,3,242,,technical,low
0.79,0.59,3,145,,support,low
0.91,0.9,4,174,,support,low
0.82,0.99,3,195,,support,high
0.84,0.94,4,270,,support,low
0.72,0.68,4,238,,support,low
0.68,0.85,4,156,,support,low
0.99,0.96,5,261,,support,high
0.74,0.85,5,135,,support,low
0.8,0.41,6,185,,support,medium
0.55,0.55,3,197,,support,high
0.56,0.95,3,241,,support,medium
0.88,0.98,3,263,,technical,high
0.86,0.49,4,251,,technical,medium
0.64,0.95,3,218,,technical,medium
0.82,0.58,4,183,,management,medium
0.66,0.8,4,252,,IT,medium
0.64,0.95,3,98,,IT,medium
0.17,0.78,6,284,,IT,medium
0.75,0.68,4,220,,IT,medium
0.45,0.39,4,275,,IT,medium
0.99,0.9,4,164,,product_mng,high
0.93,0.67,5,237,,product_mng,low
0.88,0.8,3,133,,product_mng,medium
0.62,0.52,5,256,,product_mng,medium
0.94,0.88,4,270,,IT,medium
0.59,0.92,4,196,,RandD,medium
0.93,0.89,4,209,,RandD,medium
0.71,0.39,3,261,,RandD,medium
0.6,0.6,3,221,,RandD,medium
0.71,0.69,4,180,,RandD,medium
0.91,0.57,4,145,,marketing,medium
0.78,0.96,4,111,,sales,high
0.52,0.63,4,232,,accounting,low
0.99,0.7,5,195,,support,low
0.86,0.51,4,211,,technical,low
0.74,0.68,4,194,,management,high
0.15,0.84,4,275,,marketing,low
0.57,0.54,3,140,,marketing,low
0.67,0.6,3,157,,marketing,low
0.8,0.93,4,258,,sales,high
0.83,0.82,5,273,,sales,low
0.69,0.53,3,135,,sales,low
0.64,0.83,3,188,,sales,low
0.95,0.52,5,222,,sales,low
0.97,0.52,4,231,,sales,low
0.85,0.86,3,255,,sales,low
0.72,0.51,3,254,,sales,low
0.91,0.85,3,244,,sales,medium
0.81,0.83,3,132,,sales,medium
0.13,0.67,5,234,,sales,medium
0.95,0.81,4,272,,sales,medium
0.82,0.54,4,191,,sales,medium
0.63,0.93,4,238,,sales,medium
0.55,0.69,3,225,,sales,medium
0.83,0.95,3,211,,sales,medium
0.54,0.98,3,217,,sales,medium
0.89,0.91,5,156,,sales,medium
0.79,0.55,3,147,,sales,medium
0.56,0.73,4,134,,accounting,medium
0.89,0.7,4,235,,accounting,high
1,0.66,4,238,,accounting,low
0.43,0.72,3,258,,hr,medium
0.71,0.55,5,224,,hr,medium
0.98,0.59,4,149,,hr,medium
0.81,0.7,4,219,,hr,medium
0.71,0.53,3,186,,technical,low
0.99,0.6,4,259,,technical,low
0.34,0.62,3,119,,technical,low
0.58,0.91,3,223,,technical,low
0.77,0.49,4,184,,technical,low
0.64,0.5,3,238,,technical,low
0.13,1,4,157,,technical,low
0.98,0.6,2,249,,technical,low
0.72,0.84,4,195,,technical,low
0.55,0.79,3,162,,technical,low
0.62,0.91,4,231,,technical,low
0.74,0.91,2,264,,support,low
0.69,0.96,3,210,,support,low
0.6,0.63,4,192,,support,low
0.54,0.43,3,192,,support,low
0.56,0.75,4,249,,support,low
0.58,0.86,5,206,,support,low
0.21,0.66,4,165,,support,low
0.52,0.85,5,183,,support,low
0.98,0.7,4,253,,support,low
0.85,0.97,3,256,,support,low
0.62,0.88,2,263,,support,medium
0.63,0.61,3,234,,technical,medium
0.84,0.97,6,223,,technical,medium
0.71,0.69,2,172,,technical,medium
0.36,0.55,6,226,,management,medium
0.79,0.56,6,205,,IT,medium
0.59,0.55,4,235,,IT,medium
0.5,0.53,4,263,,IT,medium
0.88,0.66,4,271,,IT,medium
0.65,0.69,6,131,,IT,medium
0.71,0.56,4,238,,product_mng,medium
0.89,0.54,3,214,,product_mng,medium
0.83,0.84,3,267,,product_mng,high
0.73,0.53,3,184,,product_mng,low
0.71,0.67,3,264,,IT,medium
0.53,0.66,3,109,,RandD,medium
0.74,0.7,3,253,,RandD,medium
0.6,0.52,4,207,,RandD,medium
0.47,0.6,4,263,,RandD,low
0.88,0.88,3,214,,RandD,low
0.62,0.67,2,153,,marketing,low
0.24,0.48,5,123,,sales,low
0.15,0.36,5,159,,accounting,low
0.92,0.82,3,185,,support,low
0.74,0.7,4,167,,technical,low
0.86,0.77,3,271,,management,low
0.96,0.61,3,140,,marketing,low
0.54,0.6,4,141,,marketing,low
0.99,0.87,4,190,,marketing,low
0.72,0.73,5,134,,sales,low
0.96,0.75,5,176,,sales,low
0.73,0.73,4,194,,sales,low
0.67,0.44,5,212,,sales,low
0.58,0.72,5,234,,sales,low
0.9,0.99,4,190,,sales,low
0.99,0.37,5,155,,sales,low
0.89,0.58,4,232,,sales,low
0.72,0.95,4,216,,sales,low
0.77,0.8,3,207,,sales,low
0.8,0.94,4,200,,sales,medium
0.89,0.86,3,178,,sales,medium
0.59,0.81,4,173,,sales,medium
0.24,0.87,5,268,,sales,medium
0.94,0.59,6,212,,sales,medium
0.74,0.5,4,216,,sales,medium
0.63,0.62,5,212,,sales,medium
0.63,0.59,3,155,,sales,medium
0.77,0.65,4,164,,sales,medium
0.87,0.74,3,209,,accounting,medium
0.79,0.61,4,136,,accounting,medium
0.54,0.84,4,223,,accounting,medium
0.59,0.83,4,239,,hr,high
0.86,0.87,3,205,,hr,low
0.98,0.68,3,203,,hr,medium
1,0.79,5,152,,hr,medium
0.9,0.79,4,236,,technical,medium
0.34,0.6,4,114,,technical,medium
0.95,0.93,3,209,,technical,low
0.79,0.48,4,178,,technical,low
0.13,0.91,4,175,,technical,low
0.72,0.69,3,270,,technical,low
0.63,0.54,3,145,,technical,low
0.81,0.76,5,134,,technical,low
0.71,0.75,4,272,,technical,low
0.49,0.76,3,208,,technical,low
0.59,0.65,4,219,,technical,low
0.87,0.59,5,154,,support,low
0.66,0.6,3,179,,support,low
0.78,0.92,5,137,,support,low
0.65,0.7,4,211,,support,low
0.8,0.97,5,271,,support,low
0.56,0.75,4,192,,support,low
0.85,0.67,4,228,,support,low
0.14,0.46,2,267,,support,low
0.74,0.62,4,272,,support,low
0.86,0.93,2,260,,support,low
0.71,0.96,4,161,,support,low
0.83,0.99,4,226,,technical,low
0.52,0.49,4,249,,technical,medium
0.63,0.8,3,243,,technical,medium
0.92,0.93,4,247,,management,medium
0.66,0.87,3,186,,IT,medium
0.77,0.7,3,155,,IT,medium
0.74,0.97,2,135,,IT,medium
0.81,0.76,5,198,,IT,medium
0.67,0.55,3,175,,IT,medium
0.75,0.92,3,192,,product_mng,medium
0.65,0.36,2,282,,product_mng,medium
0.81,0.6,4,179,,product_mng,medium
0.57,0.77,4,245,,product_mng,medium
0.89,0.66,4,235,,IT,high
0.5,0.56,4,266,,RandD,low
0.21,0.42,4,269,,RandD,medium
0.79,0.67,3,264,,RandD,medium
0.66,0.57,3,161,,RandD,medium
0.82,0.95,3,203,,RandD,medium
0.85,0.85,4,258,,marketing,low
0.72,0.96,3,143,,sales,low
0.52,0.92,3,214,,accounting,low
0.5,0.62,4,166,,support,low
0.52,0.82,3,192,,technical,low
0.13,0.87,3,185,,management,low
0.87,0.98,4,173,,marketing,low
0.53,0.98,2,163,,marketing,low
0.15,0.76,5,277,,marketing,low
0.64,0.86,5,274,,sales,low
0.52,0.44,3,119,,sales,low
0.79,0.67,4,267,,sales,low
0.74,0.89,3,160,,sales,low
0.81,0.84,4,198,,sales,low
0.94,0.6,3,193,,sales,low
0.67,0.84,6,250,,sales,low
0.93,0.84,3,237,,sales,low
0.52,0.96,4,170,,sales,low
0.48,0.74,2,157,,sales,medium
0.57,0.92,6,267,,sales,medium
0.71,0.77,4,192,,sales,medium
0.9,0.74,4,218,,sales,medium
0.58,0.61,4,210,,sales,medium
0.66,0.48,4,229,,sales,medium
0.59,0.66,3,186,,sales,medium
0.96,0.5,3,234,,sales,medium
0.13,0.91,2,149,,sales,medium
0.93,0.92,3,205,,sales,medium
0.54,0.72,3,148,,accounting,medium
0.54,0.77,5,270,,accounting,medium
0.87,0.62,3,176,,accounting,high
0.79,0.91,3,226,,hr,low
0.83,0.57,3,232,,hr,medium
0.73,0.6,3,137,,hr,medium
0.29,0.42,6,253,,hr,medium
0.8,0.7,6,231,,technical,medium
0.29,0.81,3,189,,technical,low
0.43,0.85,6,168,,technical,low
0.99,0.93,3,261,,technical,low
0.86,0.51,4,152,,technical,low
0.85,0.78,5,263,,technical,low
0.66,0.68,3,258,,technical,low
0.57,0.99,3,205,,technical,low
0.31,0.64,6,183,,technical,low
0.88,0.88,3,153,,technical,low
0.72,0.72,5,194,,technical,low
0.75,0.66,4,202,,support,low
0.82,0.71,4,164,,support,low
0.82,0.67,3,213,,support,low
0.15,0.52,4,265,,support,low
0.16,0.88,6,218,,support,low
0.95,0.4,5,286,,support,low
0.87,0.73,3,172,,support,low
0.85,0.89,4,251,,support,low
0.58,0.6,3,110,,support,low
0.63,0.86,3,269,,support,low
0.69,0.68,3,151,,support,low
0.53,0.85,5,161,,technical,medium
0.96,0.71,4,210,,technical,medium
0.73,0.83,2,167,,technical,medium
0.5,0.6,3,270,,management,medium
0.81,0.83,3,133,,IT,medium
0.82,0.59,3,249,,IT,medium
0.76,0.72,4,266,,IT,medium
0.27,0.82,4,276,,IT,medium
0.64,0.38,6,215,,IT,medium
0.57,0.9,3,262,,product_mng,medium
0.49,0.84,5,193,,product_mng,medium
0.66,0.92,2,102,,product_mng,medium
0.71,0.36,4,278,,product_mng,high
0.61,0.63,3,250,,IT,low
0.52,0.89,5,193,,RandD,medium
0.62,0.91,3,133,,RandD,medium
0.98,0.65,4,216,,RandD,medium
0.67,0.56,5,174,,RandD,medium
0.85,0.62,2,280,,RandD,low
0.84,0.85,4,246,,marketing,low
1,0.53,3,142,,sales,low
0.72,0.76,4,144,,accounting,low
0.66,0.75,6,100,,support,low
0.64,0.71,5,212,,technical,low
1,0.76,5,201,,management,low
0.75,0.59,5,206,,marketing,low
0.81,0.77,4,197,,marketing,low
0.31,0.98,5,232,,marketing,low
0.32,0.97,6,272,,sales,low
0.48,0.5,4,173,,sales,low
0.62,0.42,2,124,,sales,low
0.77,0.86,5,282,,sales,low
0.76,0.8,2,219,,sales,low
0.68,0.41,3,106,,sales,low
0.72,0.79,4,192,,sales,low
0.87,0.91,5,190,,sales,low
0.59,0.57,2,156,,sales,low
0.7,0.64,3,180,,sales,low
0.73,0.81,4,245,,sales,low
0.58,0.62,3,169,,sales,medium
0.64,0.66,3,188,,sales,medium
0.89,0.66,5,224,,sales,medium
0.95,0.71,3,263,,sales,medium
0.84,0.9,3,262,,sales,medium
0.6,0.99,4,225,,sales,medium
0.71,0.63,5,224,,sales,medium
0.6,0.95,3,266,,sales,medium
0.91,0.68,3,218,,accounting,medium
0.75,1,3,102,,accounting,medium
0.7,0.67,4,181,,accounting,medium
0.23,0.64,5,150,,hr,medium
0.73,0.83,4,270,,hr,high
0.99,0.49,4,270,,hr,low
0.62,0.68,5,265,,hr,medium
0.98,0.89,4,169,,technical,medium
0.61,0.94,3,224,,technical,medium
0.52,0.92,3,150,,technical,medium
0.65,0.66,5,239,,technical,low
0.59,0.9,3,245,,technical,low
0.71,0.8,3,182,,technical,low
0.18,0.7,5,182,,technical,low
0.21,0.93,4,243,,technical,low
0.15,0.67,6,209,,technical,low
0.97,0.53,4,195,,technical,low
0.39,0.48,3,190,,technical,low
0.35,0.66,2,140,,support,medium
0.88,0.58,4,147,,support,medium
0.58,0.97,3,265,,support,medium
0.61,0.78,3,238,,support,medium
0.59,0.98,3,155,,support,medium
0.55,0.41,4,132,,support,medium
0.52,0.8,5,257,,support,medium
0.71,0.77,2,255,,support,medium
0.63,0.82,5,229,,support,medium
0.17,0.84,5,216,,support,medium
0.95,0.49,4,269,,support,medium
1,0.73,3,205,,technical,medium
0.73,0.96,2,151,,technical,medium
0.8,0.64,4,246,,technical,medium
0.63,0.8,4,256,,management,medium
0.95,0.59,4,235,,IT,medium
0.75,0.83,4,229,,IT,medium
0.64,0.72,5,158,,IT,medium
0.72,1,3,197,,IT,medium
0.72,0.53,3,151,,IT,medium
0.85,0.63,3,167,,product_mng,medium
0.24,0.94,4,146,,product_mng,medium
0.69,0.53,4,281,,product_mng,medium
